Years,Email,Gender,Age,Spend,CustID,Scores,Amount,Purchases,Income,Churn
11,0,0,29,8.41366,9875,3,496.3566427683672,14,26.221,0
9,1,1,28,10.86551,11516,3,501.6211205780271,13,23.787,0
9,0,1,24,8.67365,2231,2,501.2926193003009,10,22.871,0
8,0,1,23,9.79117,19699,3,500.75379496336274,10,24.818,0
11,0,0,26,7.72611,10256,3,497.3474175475791,12,25.643,0
10,1,1,26,9.51276,6768,3,498.806603485353,7,21.113,1
9,1,0,26,9.26487,20833,3,499.78417966960393,10,23.296,0
10,0,1,26,7.63449,17515,4,496.89390181477086,13,25.221,0
8,0,1,23,8.73176,16696,3,502.50569846820974,10,22.742,0
7,1,1,22,8.52282,22903,2,501.6464108327511,8,22.114,1
10,1,1,29,11.68718,22235,3,501.05116571941966,13,24.446,0
9,1,1,24,7.01068,19065,2,498.405654821077,9,22.678,1
9,0,1,24,9.24417,21761,3,501.17102634403125,10,23.019,0
8,0,1,23,9.16961,2366,3,502.09174594531424,9,21.744,1
7,0,1,24,8.79317,18670,3,499.41045962362233,9,21.821,0
7,1,1,26,9.06246,21495,3,500.2200149162997,10,21.035,0
10,1,1,23,10.23931,5034,3,500.68868644864034,7,22.389,1
8,1,1,25,9.00978,3731,3,499.372569974432,7,20.73,1
9,0,0,25,8.47443,11906,3,497.3493972135568,11,25.614,0
5,0,1,20,3.7754,1953,2,499.4803908058612,12,23.758,1
9,1,1,23,11.4165,10878,3,503.45982760046905,8,21.264,1
8,1,1,26,10.45705,21007,3,501.200804728478,11,23.475,0
7,1,1,25,10.26186,17824,3,500.87435584610733,10,23.142,0
9,0,0,26,8.04956,10326,3,498.0326578709115,11,23.677,0
6,1,1,24,9.72188,20302,3,501.2594097121178,7,20.212,0
8,0,1,22,9.26752,4478,3,503.0388043902199,9,22.611,0
10,0,1,25,7.82546,14939,3,499.2289147181242,11,24.278,0
9,0,1,24,10.07396,14524,3,501.6325367245186,11,24.393,0
11,0,1,27,9.9085,588,3,500.3374036907034,14,25.413,0
5,1,1,26,11.21111,14133,3,501.8953181211275,10,21.161,0
8,1,0,27,9.81312,5384,3,498.85346878360576,12,23.784,0
12,0,0,26,6.78915,567,3,497.7532762989953,12,24.277,0
9,1,0,29,9.49907,1732,3,498.37533153684507,13,24.159,0
7,1,1,25,9.49916,9106,3,501.4750130463923,9,20.854,1
6,0,1,19,10.06022,16873,3,505.2315121533809,7,21.276,0
7,1,1,21,7.77902,7105,2,501.70282813014546,10,24.033,1
9,0,1,23,9.55296,15180,3,502.11499418213305,10,23.413,0
11,0,0,25,7.59116,17085,3,497.2259608841837,11,25.384,0
12,0,0,24,8.10319,9242,3,498.33319600575476,11,26.237,0
8,1,0,24,8.15,6286,2,498.6511453884351,7,21.26,1
7,1,1,25,9.40348,10350,3,501.2262206981216,9,21.072,0
7,1,1,26,9.3105,576,3,500.92817097513455,10,21.123,0
7,1,1,23,10.76873,11751,2,502.95500831468127,7,21.411,0
8,1,1,22,6.7685,12897,3,500.7629819289,11,23.803,1
11,0,0,24,6.43724,8909,3,497.12226151919197,11,25.159,0
8,1,0,29,10.54568,19501,2,500.4548923805752,11,21.845,0
9,0,1,25,8.28824,6288,3,499.2665042884936,11,23.449,0
11,0,1,29,10.26569,15833,3,499.72477484300583,16,26.683,0
9,1,1,29,10.02226,1202,3,500.7937883367053,13,23.233,0
8,0,1,23,8.88568,22331,2,502.29886411639256,9,21.89,0
9,1,0,29,9.93051,9788,3,499.69465659368393,13,23.724,0
7,1,1,26,9.34858,2929,3,499.85109444195035,11,22.357,0
10,0,1,26,9.96155,7873,3,499.51607879091006,12,26.215,0
8,1,1,23,6.36759,10651,2,498.79730987184104,10,23.814,1
10,1,0,28,9.90236,8345,2,500.3550893843957,13,23.852,0
9,0,1,26,9.22876,3180,3,500.77339783354256,12,23.73,0
8,0,1,23,8.48865,10926,3,500.89592436731266,8,21.987,0
11,0,1,27,10.15766,7434,2,501.5742256695663,14,25.369,0
7,1,1,25,9.50353,21257,3,501.49012105563025,10,21.462,0
11,0,1,26,7.15758,13064,3,497.5293670645682,13,24.726,0
4,1,0,28,11.13479,20257,3,501.0024826163663,10,19.755,0
11,0,1,26,7.771,1520,3,497.924033765538,13,25.201,0
8,1,0,21,9.25736,5678,1,501.31540566772287,7,24.364,1
8,0,1,25,9.22101,18031,3,501.6130062658006,12,23.334,0
10,1,0,29,10.19707,16439,2,499.87107646602254,12,22.13,0
8,0,1,24,8.40497,9792,2,500.83553156621326,9,21.39,0
7,0,0,20,7.48946,15542,1,501.3682506583266,9,24.979,1
9,0,1,25,8.4009,4142,3,500.32723599470233,9,20.903,0
11,0,0,29,8.3198,18213,4,496.2558908239833,15,27.121,0
10,0,0,28,5.75616,19291,3,495.05202042728115,13,23.888,0
7,1,1,22,10.71204,17308,3,503.2053292769545,8,21.512,0
10,0,0,29,9.04382,12338,4,496.0922547472597,13,25.78,0
8,1,1,25,8.19313,20418,2,499.89805554764945,9,21.268,0
8,0,1,22,10.1183,17360,2,503.40590822431267,9,22.716,0
8,1,1,25,9.12323,22369,2,501.5332022202891,9,21.029,0
11,0,1,26,8.7523,6818,2,499.8752477387534,11,23.644,0
9,0,1,26,7.8439,5917,3,498.8557279228585,11,23.278,0
8,0,1,25,8.23115,12584,3,499.5959300148145,9,21.098,0
8,0,1,19,8.60199,20417,2,504.36824354586867,7,20.758,0
8,1,1,21,9.83301,8168,2,503.3222998448988,9,23.386,1
10,0,1,23,7.71683,9025,3,500.2188884941716,10,22.919,0
9,0,0,27,8.26699,306,3,498.7046753948115,13,24.453,0
8,1,1,25,10.51996,20333,2,502.67812988554743,10,21.735,0
9,1,1,22,9.05281,12694,1,502.14099182049637,9,24.974,1
7,1,1,22,11.72145,8705,3,504.22851986626245,9,23.633,0
8,1,0,25,5.42803,21955,2,496.7278725267479,10,23.207,1
10,1,1,23,9.33909,22463,3,500.7490822436952,9,22.727,1
9,0,1,26,8.89726,21999,3,499.7679783196778,12,23.652,0
8,0,1,20,9.39795,1260,2,504.31220893172457,10,24.731,1
8,1,0,22,7.89204,21349,2,500.5206585784375,9,23.404,1
9,1,1,22,10.30325,21815,3,502.29188872803263,8,22.691,1
7,0,1,23,8.34816,6090,3,502.05235504821803,9,20.891,0
10,0,1,23,10.51111,405,3,503.0548110568249,11,24.513,0
9,0,0,24,8.78658,9739,3,498.8020355809697,10,24.95,0
8,0,1,26,9.64572,17486,3,500.6395524345084,13,24.186,0
10,0,1,27,7.9739,6577,3,498.27134430022176,13,24.002,0
9,0,0,26,7.83214,21543,4,496.7542181144457,11,23.775,0
7,0,1,24,6.63629,15118,3,498.89621151052285,9,20.031,0
7,0,1,22,8.30649,13109,3,501.2383700756241,7,20.589,0
11,0,1,29,8.66062,17171,3,498.50365194124197,15,24.809,0
7,1,1,23,5.01288,6750,2,497.4693265788369,9,22.595,1
11,0,1,21,6.55559,2949,2,501.60165864883294,10,23.215,0
7,1,1,21,7.45728,4639,2,501.8317121545565,10,24.532,1
9,1,0,22,8.63409,14515,2,500.5307362691144,8,24.299,1
9,0,1,23,8.46894,589,3,500.04957026266777,9,23.619,0
9,0,0,27,8.02353,15815,3,498.57120051804515,11,22.904,0
8,0,1,22,9.22974,20792,3,502.29788821427536,10,22.73,0
11,0,1,21,9.63048,2048,3,502.6312535438431,10,25.079,0
9,1,0,28,9.41882,10538,3,499.92248329144303,13,23.567,0
9,0,1,25,7.74722,11214,3,498.66830026073205,12,23.703,0
9,1,0,27,9.3585,14361,3,499.2773195245482,11,23.347,0
8,1,0,26,9.1755,18624,2,500.46550343173027,11,22.656,0
6,1,1,26,9.26417,21984,3,501.3788589049799,11,20.442,0
9,0,1,26,9.46735,21723,3,500.77801279808085,12,23.395,0
6,1,1,24,9.76622,8836,3,501.3580819288234,9,21.551,0
8,1,0,23,8.10814,4592,1,500.5887450038033,9,23.698,1
8,0,0,27,7.45159,5279,4,495.6377507474436,11,23.765,0
10,0,1,26,6.91868,10155,3,497.69169622543694,12,23.156,0
6,1,0,28,9.30963,7686,3,498.9557201958987,10,19.626,0
9,0,1,18,9.3734,14380,2,503.9695378350443,7,23.051,0
9,1,0,24,6.32727,3788,2,498.71108682847597,11,23.992,1
9,1,1,28,9.11597,22911,2,500.32872666284845,12,22.418,0
9,0,1,24,7.55475,3756,3,499.02858401979097,10,23.737,0
7,1,1,23,9.3962,5015,3,502.189104456085,9,21.414,0
8,0,1,19,10.37261,20743,2,504.96106367154744,8,23.429,0
9,0,1,24,9.73326,245,3,500.4674171627076,9,23.879,0
6,0,1,21,8.75106,20068,3,502.8153898522373,7,19.901,0
7,1,1,27,10.35677,8176,2,501.8639453534696,11,21.679,0
8,0,0,24,7.01397,22916,3,498.6889184580605,10,23.381,0
8,1,1,27,9.8129,14214,2,500.92969522597735,11,22.476,0
9,0,0,27,9.13727,18183,3,498.70332622701955,11,23.708,0
8,1,1,24,11.44574,3588,2,502.7739748623192,7,20.36,1
10,0,1,26,10.30841,2218,3,501.4131329709007,12,24.388,0
10,0,1,24,7.41951,9312,3,498.9685340729937,11,23.674,0
11,0,0,28,10.17315,6885,3,499.2084154172673,14,25.854,0
7,1,1,25,9.12743,20337,3,499.6428417695293,9,22.693,0
9,0,1,25,9.09291,16275,3,500.15112127618954,11,23.141,0
9,1,0,29,10.31073,7541,3,500.1120821979926,13,23.12,0
7,0,1,22,9.35484,8932,3,502.7672890311674,9,22.18,0
7,1,0,23,6.43342,19283,2,499.53492452008317,11,23.857,1
9,0,1,26,7.616,21677,3,499.0321799952749,11,21.457,0
6,1,0,24,8.96619,5995,3,499.47618052241427,9,22.279,0
12,1,1,24,14.11247,12896,3,503.52832659977133,5,22.054,1
10,0,1,27,8.77172,19360,3,498.8169623319893,13,25.048,0
9,0,1,26,8.60535,12972,3,499.34790399799937,12,22.892,0
8,0,1,23,8.68878,16435,3,501.7200296951588,10,22.024,0
10,0,1,26,9.62377,3413,3,500.8973687029064,12,24.506,0
7,0,1,20,7.48133,21600,3,500.48574734453445,7,21.728,0
9,1,1,27,11.29975,6796,3,502.5370203166454,13,23.696,0
7,0,1,21,7.43121,20958,2,501.328484623297,6,20.185,0
10,0,1,27,7.48368,11239,3,497.97745675596184,12,23.015,0
9,1,0,26,10.13836,15183,2,501.7724972569976,10,21.442,0
9,1,1,25,10.07712,21968,3,500.8031446028097,10,23.547,0
9,1,0,28,10.31513,993,3,499.7564369929986,12,24.344,0
9,1,1,21,7.66647,4503,2,500.46794214204726,9,25.07,1
7,0,1,21,7.26978,17127,2,501.77434198451715,10,23.691,1
10,1,1,28,10.2416,5663,3,500.564299093863,13,24.052,0
8,1,0,27,10.02128,2341,3,499.43746476091917,11,23.339,0
10,0,1,24,9.72125,6055,2,501.05811086463444,11,25.023,0
9,0,1,23,8.29089,5719,2,501.183890725412,8,21.743,0
12,0,1,24,9.02997,19006,2,500.8146368721674,11,25.706,0
10,0,1,26,8.76463,13693,3,499.7465527651502,11,23.424,0
8,1,1,26,9.55205,13425,3,500.27502460737753,10,21.655,0
7,1,1,22,9.75649,1460,2,502.92950952128365,8,21.898,0
10,0,1,25,8.42895,17329,3,500.15568609092355,11,22.936,0
10,0,1,22,8.09796,1631,2,500.71259319882137,9,23.165,0
12,0,0,26,6.91172,13945,4,494.78435150124164,12,27.601,0
9,0,1,22,8.37068,17485,2,502.4026088284965,9,21.897,0
9,1,0,29,8.09979,17373,3,497.3032721569157,12,22.693,0
8,1,0,29,8.93175,12384,3,497.25200988471244,13,22.939,0
9,0,1,24,7.31806,13163,3,498.7738044450386,10,22.998,0
8,1,1,22,7.99701,20772,2,501.6643167735409,10,23.939,1
9,0,1,23,8.36594,8477,3,499.92838504015754,9,23.847,0
9,0,1,21,10.31413,20698,2,503.2913443793969,8,22.751,0
8,0,1,23,9.239,15857,3,501.05641351601525,8,22.577,0
9,0,1,27,9.02087,9759,4,498.78886574252175,13,24.297,0
6,1,1,24,8.78896,12594,2,502.3987848701953,9,19.535,0
9,1,0,28,9.98505,4708,3,500.3988490877242,12,22.032,0
4,1,0,26,9.61424,8045,4,499.0244891801787,10,21.084,0
8,0,1,25,9.80185,17121,3,501.82112129498023,11,23.005,0
10,1,1,26,10.75289,12017,3,500.28743502139855,7,20.39,1
8,0,0,24,8.06941,18638,3,499.0658679870659,9,22.491,0
10,0,0,25,8.50132,17114,3,498.4427567034851,11,25.229,0
10,0,1,20,6.75169,16197,3,499.07563604069964,8,24.755,0
10,1,1,22,10.37941,14541,2,502.66351939005443,9,24.119,1
8,1,0,29,9.61748,11278,3,497.4847466527159,12,24.433,0
7,1,0,29,10.60929,22453,3,499.599744156984,12,22.336,0
7,0,1,23,9.08294,1029,3,501.1595672274908,8,21.097,0
7,1,1,24,11.01491,2034,1,504.9086910025927,8,19.603,0
9,0,1,26,9.04906,11268,3,500.4347905730128,11,22.995,0
10,1,0,28,10.35402,7952,3,499.817222337017,12,24.008,0
10,0,1,26,8.55909,9750,3,499.7022181303569,10,21.816,0
8,0,0,23,9.78341,4760,2,501.65079463709594,8,23.013,1
6,1,1,26,9.59705,14429,3,501.0732621044747,10,20.888,0
11,0,0,29,10.68119,4136,3,499.03224115259167,16,28.247,0
7,1,1,24,9.60324,3971,4,499.09261433686356,10,23.977,0
9,0,1,27,8.52141,22466,3,499.0566707055098,13,23.773,0
11,0,1,27,8.70906,5051,3,498.54266181339295,11,23.786,0
7,1,0,28,10.32064,18337,3,500.6743514067275,12,22.705,0
9,0,0,28,9.43646,21745,4,497.65443233305984,13,25.125,0
9,1,1,22,10.7297,7456,2,502.17647433944006,7,23.323,1
9,1,1,22,8.20547,12578,2,500.5100936584632,9,24.432,1
8,1,1,26,10.69208,5410,3,502.3776041109197,11,21.964,0
8,1,0,26,8.89668,9352,3,498.22309754468654,11,24.123,0
10,0,0,28,8.42886,10050,4,496.0545429284084,12,24.874,0
10,1,1,29,9.50485,7947,3,500.49724226169076,14,22.908,0
9,0,1,24,10.35338,17200,3,502.4335377136969,9,21.595,1
8,0,1,22,8.7119,17244,3,501.48848956181354,8,22.116,0
9,0,1,26,7.43453,15191,3,499.5003326071466,11,21.85,0
10,1,0,30,9.90615,19168,3,498.0880319625138,13,24.651,0
6,0,1,23,7.68227,10918,3,499.94589747646535,7,19.791,0
10,0,1,25,8.48394,5124,3,500.1262451195362,11,23.584,0
6,1,0,25,5.74888,11357,3,497.1040416596441,8,20.07,1
10,0,1,24,8.84944,3704,4,500.84455028732896,12,25.13,0
9,0,1,26,9.86813,11624,3,500.6958491928694,11,23.504,0
4,1,1,24,11.01143,435,4,502.5829789936979,9,20.758,0
10,1,0,23,10.30769,2031,2,500.8920594708105,7,23.242,1
6,1,1,23,9.97885,11738,3,502.8464406961235,9,21.404,0
8,1,1,24,9.63739,7531,2,501.20302615754764,8,22.362,0
9,0,1,25,9.91974,2490,2,501.0367168333793,10,23.789,0
11,1,1,24,10.92862,11247,2,503.18131857005045,9,22.896,0
9,0,0,28,8.62341,6385,3,497.7020055789703,12,23.359,0
11,0,0,27,8.62533,4126,3,498.4346908384265,12,23.958,0
7,0,1,24,8.02333,13768,3,499.7116828056917,10,21.238,0
9,1,1,24,9.63436,14527,3,499.10225812152174,6,21.418,1
9,0,0,26,8.95413,4743,3,498.4633024844627,11,23.466,0
10,0,0,28,9.88926,6874,3,498.9144612131241,13,25.039,0
6,1,0,28,9.47323,22906,3,498.05523047247436,10,20.727,1
7,0,1,20,9.84068,476,3,503.85001895880254,9,22.857,0
8,0,0,25,7.72972,18919,3,498.0642171663846,10,22.202,0
8,0,1,22,8.31561,14651,3,500.2867369429487,8,22.542,0
9,1,1,25,10.26865,15312,2,500.2180868797973,7,20.402,1
7,1,1,28,9.49711,999,3,500.0117841605269,13,22.495,0
10,0,1,25,9.29625,11724,3,499.65511016137134,11,25.271,0
9,0,1,21,8.98283,467,3,502.2208292062477,8,23.065,0
8,1,1,27,9.72022,6187,2,502.02809228141854,11,21.287,0
7,0,1,24,7.78991,18441,3,498.20305218219795,9,21.661,0
9,0,1,27,8.59595,8821,3,498.39792837232477,11,23.076,0
7,0,1,22,8.56505,3289,3,500.84625769339385,7,21.101,0
8,1,1,28,9.1943,21058,3,500.4581868308249,12,21.264,0
7,1,1,23,9.48539,19105,2,502.7568787626898,8,20.141,0
7,0,1,24,7.80766,1579,4,498.83485136945365,9,21.64,0
9,1,0,22,9.52206,8050,2,500.8809116772721,7,23.77,1
10,0,1,26,9.9779,20831,3,499.6855828376325,12,24.985,0
5,1,0,26,10.64268,580,4,498.8113498008231,10,23.225,0
8,0,1,21,10.3813,17167,2,505.1140716745842,8,21.415,0
9,1,1,24,10.1265,3207,2,502.48387351535496,9,22.729,1
11,0,0,27,9.90173,11000,3,498.651785172215,13,26.847,0
8,0,1,24,7.94197,3928,3,500.30384956975206,10,22.038,0
7,1,1,22,9.53932,3118,3,500.21672642065573,6,22.193,0
9,1,1,22,7.74207,2294,2,499.3371450542547,8,23.68,1
4,1,0,28,9.58196,1103,3,499.57064311512227,11,20.908,0
12,0,1,21,9.82783,9004,3,502.4648623288093,11,27.258,0
10,1,1,23,9.96448,8571,2,501.46511129642954,8,23.605,1
9,1,0,29,9.33067,20912,3,497.9670700192349,14,24.354,0
9,1,1,25,9.89117,2098,2,502.17209048552917,10,21.412,0
8,1,1,26,9.14191,10572,3,500.40026223839567,11,22.542,0
7,0,1,24,9.36863,14152,3,501.79276519622505,9,21.552,0
8,0,1,22,9.37725,2528,2,502.38366431758374,9,23.058,1
6,1,1,24,9.23448,4249,2,502.6778232733747,7,18.713,0
11,0,1,23,8.41368,3840,3,501.1641091345855,11,25.189,0
9,0,1,24,9.89193,16926,3,502.3817419681148,10,22.862,0
9,1,1,23,9.83869,19982,3,501.3520593584258,8,23.492,1
10,0,1,25,8.69735,17931,3,500.9035543695974,12,24.215,0
8,0,0,26,7.55171,20087,3,497.41491283331106,11,23.287,0
8,0,1,23,9.63798,17402,3,501.4269229694852,9,22.919,0
8,1,0,28,9.13863,3068,4,497.1239723349535,13,25.019,0
6,1,1,27,10.10816,10725,3,500.6504633188979,11,21.942,0
7,1,1,24,9.13625,8870,3,499.5443241612842,9,22.235,0
9,1,1,23,9.78442,12514,3,501.71982587832167,8,22.822,1
11,0,1,25,9.9693,8931,2,503.0926493069766,12,23.656,0
9,1,1,24,11.39225,5230,2,502.33315724240606,7,22.075,1
11,1,1,23,9.07425,543,3,499.44537530421303,8,24.546,1
10,0,1,25,9.76554,18532,3,500.98493291819096,11,24.468,0
9,0,0,27,6.34813,12752,4,495.3316643385388,12,23.928,0
8,1,1,21,10.25267,7867,2,504.1807533765169,8,23.573,1
10,0,0,28,7.29613,2035,4,495.1525105567316,13,25.568,0
7,1,0,23,7.76564,7557,2,499.74226272368406,8,21.336,1
7,1,0,28,9.93035,5530,4,498.38790312719277,12,23.978,0
9,1,1,25,10.18631,16852,2,501.5580826741562,10,23.657,0
7,1,1,27,9.46493,11016,3,500.9193066413979,12,21.265,0
8,1,1,24,10.02944,3430,3,500.94303934003796,7,20.7,1
9,1,0,30,8.92577,6978,3,497.55089290736464,13,23.516,0
7,1,1,26,10.28283,14755,3,501.8013921862381,11,21.856,0
10,0,0,26,9.0529,21922,3,498.2499579898516,11,24.138,0
8,0,1,25,8.92217,244,3,499.09898920843733,10,22.714,0
6,1,1,25,10.39282,2787,3,502.74083178854266,10,20.922,0
9,1,0,26,9.43452,1175,3,498.4823724204871,11,24.384,0
9,0,1,24,7.5434,22145,2,500.0032555477048,8,21.129,0
9,0,1,25,9.20064,6854,3,500.28579115914147,11,24.064,0
6,1,1,26,8.92581,15495,3,500.5832473260726,10,20.387,0
7,1,0,27,11.51575,10988,3,501.7909025784414,11,22.35,0
11,0,1,25,7.99279,7790,3,498.90460058400276,12,24.922,0
7,1,1,24,10.41198,1026,3,501.9085944156319,7,19.625,1
6,1,1,25,9.94961,1905,3,501.03224558185866,9,20.727,0
8,1,0,27,10.14746,9527,3,499.0105973961154,11,23.551,0
8,1,0,30,9.30297,18664,3,496.42615908237303,12,23.125,0
7,0,1,24,9.3712,16794,2,502.166521045288,9,21.264,0
10,0,1,24,9.76804,17534,3,500.85513445165503,11,25.073,0
10,0,1,21,7.60327,14866,3,499.68241878213684,9,24.88,0
8,1,1,22,9.84492,11941,2,502.1894183675304,8,22.341,0
8,1,1,23,8.07764,7903,3,499.42191668732636,7,21.122,1
8,0,1,25,8.82634,13845,3,499.5795825102314,11,23.206,0
9,1,1,25,11.10691,3376,3,500.36404008990286,6,19.109,1
7,1,1,24,10.89798,12768,3,502.3168130226068,10,22.902,0
9,0,1,26,9.2578,19866,3,500.21409636640425,12,23.653,0
6,1,1,24,8.89595,2891,3,500.0690351465764,8,21.274,0
9,1,0,27,9.69148,1987,2,500.58001970941,11,23.2,0
7,0,1,26,8.67796,753,4,498.7750604440155,12,23.162,0
10,0,1,26,9.03169,17701,2,500.84912548269153,10,22.0,0
8,1,1,21,7.49887,8065,2,501.02823315463183,9,24.045,1
8,0,1,23,10.09876,11153,2,503.57381936645345,10,23.531,1
10,1,0,29,9.75094,4258,3,499.00846166027003,12,22.743,0
9,1,0,21,8.47684,22471,2,500.5698485674083,8,24.167,1
11,0,1,26,7.30818,375,3,497.9591331387452,12,24.888,0
7,0,1,22,8.05076,11798,2,501.72217828680755,10,23.453,1
8,1,0,26,8.13456,20009,2,499.5023073295906,10,21.546,0
9,0,0,26,7.78519,2981,3,497.2441734690562,11,24.074,0
8,1,1,26,9.9124,21132,3,499.79833261205454,11,23.447,0
8,0,1,22,8.46445,4769,3,500.81096533685366,9,22.718,1
8,0,1,24,9.91024,9613,3,502.04403260167317,10,22.117,0
9,0,0,27,9.04505,9028,3,498.47866060733253,12,23.779,0
9,1,0,30,8.08797,21452,3,496.20522115219893,13,23.251,0
9,1,1,25,10.27872,20712,3,499.59420107542036,6,19.5,1
11,0,0,28,10.41836,12975,3,499.325300317496,14,26.729,0
8,1,0,28,7.98154,15436,3,496.9511682550049,12,22.745,0
10,0,0,26,8.10793,7242,3,498.42595163888495,12,24.084,0
8,1,0,30,9.98361,16989,3,498.8133223592056,12,22.277,0
7,1,0,25,6.3787,304,2,498.96306082867943,10,21.891,1
9,1,1,25,11.33974,11318,3,502.25606327684363,11,24.295,0
9,0,1,25,10.15301,19991,3,500.5670526188648,11,24.773,0
10,0,1,25,8.18379,17916,3,498.7255996671068,10,23.135,0
8,1,1,25,9.70406,5893,4,498.994926448891,10,23.65,0
8,0,1,24,8.73657,11243,3,500.909448332532,10,22.656,0
10,0,0,25,8.13465,4683,3,498.57732158508657,11,24.94,0
8,0,1,24,8.0729,4997,2,500.82169294401507,8,20.891,0
11,0,1,27,9.90314,11618,3,501.0447081375367,13,24.573,0
8,1,1,22,11.21623,12271,3,504.0835210664168,9,22.965,0
9,0,1,27,9.12081,15793,2,501.4683525893163,12,22.227,0
9,1,0,26,9.42341,11033,3,500.13815237600795,11,23.309,0
9,0,1,20,5.25732,19404,3,497.99891483234245,7,21.747,0
8,1,1,23,10.25698,824,3,500.3667240873036,9,24.175,0
9,0,0,27,7.34564,529,3,498.3006187984169,11,22.065,0
9,1,0,27,8.65419,13128,2,497.8370206155588,10,22.781,0
6,1,1,28,11.13223,10792,3,502.0883051227011,11,21.269,0
7,1,1,26,10.45973,20947,3,501.84461864447957,10,21.452,0
9,0,1,26,9.55371,11300,3,500.7461458386442,11,23.118,0
8,0,1,24,7.17111,5519,3,499.5277501688281,10,21.372,0
11,0,1,21,7.36606,11189,2,499.8801187716448,8,25.028,0
4,1,1,22,9.50204,22100,3,502.42016845483994,7,19.608,0
6,1,1,26,9.00075,12001,3,500.8288534395322,11,20.433,0
7,0,0,25,8.2477,22565,3,499.3376379268857,10,22.818,0
8,1,1,26,10.5817,9564,3,500.8362739823169,11,23.519,0
9,0,1,29,8.43554,14883,3,498.47619382316583,13,22.873,0
10,0,1,25,6.8004,11462,3,497.8093114096203,11,24.16,0
9,1,0,28,8.48247,21280,4,496.5308355592945,13,24.966,0
10,0,1,24,7.3872,4972,2,499.0906967092341,10,22.786,0
9,1,0,28,9.86886,12178,3,500.0864501499613,13,24.229,0
10,0,0,26,9.06519,18168,2,500.18312363413,12,24.116,0
9,1,1,24,9.85049,14805,3,501.1944971198759,8,21.939,1
9,0,0,27,8.71275,8443,4,497.0842740209551,12,25.496,0
8,1,1,25,10.04719,7812,3,501.9555984362106,11,22.545,0
8,0,1,23,8.36759,6367,3,500.54609304965084,9,22.187,0
9,0,1,21,9.91211,859,2,503.73105033872383,8,22.244,0
8,0,1,25,7.80727,13960,3,498.43822837557104,11,24.024,0
8,1,1,25,10.55746,1577,3,501.6548079174344,11,24.059,0
8,1,1,25,10.30302,6587,3,500.8323670073963,10,23.024,0
10,0,1,27,10.1743,22688,3,500.79494220288007,12,24.187,0
9,0,1,25,8.63994,7739,3,499.5699041469661,10,22.56,0
10,0,1,25,8.42123,22121,3,498.6999174983152,10,23.886,0
10,0,0,25,8.13725,3657,4,497.3856536576367,12,25.744,0
8,1,1,24,10.97811,4932,2,504.54330714404495,9,20.227,0
5,1,1,25,10.51872,1658,2,503.84522706306865,10,20.222,0
7,1,1,25,9.24092,7498,3,501.4938028293088,10,21.246,0
10,1,1,25,10.73835,5704,2,500.66324205221105,7,21.195,1
10,1,1,24,10.35925,6421,2,500.50492298442725,6,21.993,1
9,1,1,23,9.95757,2128,2,500.41840775855917,6,22.458,1
8,0,1,21,8.68272,10384,2,503.8203592343443,7,20.143,0
9,0,0,27,9.00759,1693,3,498.6113514397658,12,24.666,0
12,0,1,24,7.01225,13667,2,500.1635040673296,11,23.755,0
9,0,0,26,8.01557,3247,3,497.65871759981076,11,23.945,0
8,0,1,23,8.45717,8820,3,500.8664437066482,9,22.687,0
9,1,0,24,8.26521,15244,2,499.19686622848866,8,22.622,1
11,0,1,26,8.92176,11205,3,499.57274883739996,12,25.211,0
9,0,1,23,9.1284,13368,3,501.18887109421945,10,24.315,0
9,0,1,26,9.58981,9144,3,499.2202185185943,11,24.956,0
6,1,0,27,8.02077,12302,3,499.103941546569,9,19.652,0
10,0,0,26,8.07359,7157,3,497.5142668838727,10,23.737,0
8,1,1,26,10.48242,6909,3,501.9714851228758,12,22.457,0
9,0,1,27,10.23854,2296,3,501.8556305816179,13,23.906,0
11,0,0,26,8.32457,19904,3,498.41730708472124,11,24.724,0
9,1,1,26,10.60247,4034,3,500.7785463784278,10,22.919,0
9,0,1,25,9.77584,4429,3,502.571866684565,11,22.08,0
8,1,1,24,9.3006,14146,3,501.07935043818225,9,21.725,0
9,0,1,22,9.39691,13199,3,501.61878562108285,8,23.188,0
7,0,0,27,8.26085,18315,3,498.4546045079058,12,22.938,0
8,1,1,21,8.55855,12334,2,502.5916061932301,9,23.503,1
8,1,1,21,8.34406,20728,2,501.74362482602226,8,23.72,1
9,0,1,28,8.83242,16415,3,499.9325723715796,14,24.04,0
7,1,1,26,9.38882,12073,3,499.9705155391368,11,22.926,0
10,0,1,22,8.22474,20982,3,501.0461590515389,10,23.551,0
10,0,1,25,7.91976,6357,4,498.4946360227021,12,24.644,0
8,0,1,25,9.44541,17045,3,501.42032915335767,10,22.022,0
12,0,1,22,7.03237,14721,2,500.5710257826392,10,23.962,0
11,0,1,26,9.07897,17060,3,499.7570192048003,12,24.667,0
9,0,0,27,8.50162,9428,3,498.85970386573587,13,24.028,0
6,1,0,30,9.77103,19938,3,498.7923783304248,12,20.67,0
6,1,1,21,10.78714,19877,3,502.74683409728846,7,22.681,0
9,0,1,21,11.76557,7715,3,505.5522805826433,9,23.442,1
9,0,1,25,8.93573,8606,3,500.3090019333504,11,23.275,0
9,1,0,32,8.85366,11466,3,496.20356873026196,14,23.159,0
